timeStamp,elapsed,responseCode,responseMessage,threadName,success,failureMessage,URL,Latency
1675724369389,503,200,OK,new.astrology.com 1-5,true,,https://new.astrology.com/us/home.aspx,405
1675724369627,416,200,OK,new.astrology.com 1-4,true,,https://new.astrology.com/us/home.aspx,56
1675724369627,56,301,Moved Permanently,new.astrology.com 1-4,true,,http://new.astrology.com/,56
1675724369683,148,301,Moved Permanently,new.astrology.com 1-4,true,,https://new.astrology.com/,148
1675724369831,212,200,OK,new.astrology.com 1-4,true,,https://new.astrology.com/us/home.aspx,210
1675724369351,789,200,OK,new.astrology.com 1-2,true,,https://new.astrology.com/us/home.aspx,56
1675724369351,56,301,Moved Permanently,new.astrology.com 1-2,true,,http://new.astrology.com/,56
1675724369407,137,301,Moved Permanently,new.astrology.com 1-2,true,,https://new.astrology.com/,137
1675724369544,596,200,OK,new.astrology.com 1-2,true,,https://new.astrology.com/us/home.aspx,498
1675724369301,892,200,OK,new.astrology.com 1-7,true,,https://new.astrology.com/us/home.aspx,157
1675724369301,157,301,Moved Permanently,new.astrology.com 1-7,true,,http://new.astrology.com/,157
1675724369458,434,301,Moved Permanently,new.astrology.com 1-7,true,,https://new.astrology.com/,434
1675724369892,301,200,OK,new.astrology.com 1-7,true,,https://new.astrology.com/us/home.aspx,251
1675724369822,429,200,OK,new.astrology.com 1-6,true,,https://new.astrology.com/us/home.aspx,56
1675724369822,56,301,Moved Permanently,new.astrology.com 1-6,true,,http://new.astrology.com/,56
1675724369878,136,301,Moved Permanently,new.astrology.com 1-6,true,,https://new.astrology.com/,136
1675724370014,237,200,OK,new.astrology.com 1-6,true,,https://new.astrology.com/us/home.aspx,236
1675724369681,696,200,OK,new.astrology.com 1-3,true,,https://new.astrology.com/us/home.aspx,55
1675724369681,55,301,Moved Permanently,new.astrology.com 1-3,true,,http://new.astrology.com/,55
1675724369736,143,301,Moved Permanently,new.astrology.com 1-3,true,,https://new.astrology.com/,143
1675724369879,498,200,OK,new.astrology.com 1-3,true,,https://new.astrology.com/us/home.aspx,396
1675724370043,441,200,OK,new.astrology.com 1-4,true,,https://new.astrology.com/us/home.aspx,55
1675724370043,55,301,Moved Permanently,new.astrology.com 1-4,true,,http://new.astrology.com/,55
1675724370098,134,301,Moved Permanently,new.astrology.com 1-4,true,,https://new.astrology.com/,134
1675724370232,252,200,OK,new.astrology.com 1-4,true,,https://new.astrology.com/us/home.aspx,251
1675724369809,695,200,OK,new.astrology.com 1-1,true,,https://new.astrology.com/us/home.aspx,57
1675724369809,57,301,Moved Permanently,new.astrology.com 1-1,true,,http://new.astrology.com/,57
1675724369867,133,301,Moved Permanently,new.astrology.com 1-1,true,,https://new.astrology.com/,133
1675724370000,504,200,OK,new.astrology.com 1-1,true,,https://new.astrology.com/us/home.aspx,402
1675724370141,404,200,OK,new.astrology.com 1-2,true,,https://new.astrology.com/us/home.aspx,58
1675724370141,58,301,Moved Permanently,new.astrology.com 1-2,true,,http://new.astrology.com/,58
1675724370199,130,301,Moved Permanently,new.astrology.com 1-2,true,,https://new.astrology.com/,130
1675724370329,216,200,OK,new.astrology.com 1-2,true,,https://new.astrology.com/us/home.aspx,215
1675724370251,407,200,OK,new.astrology.com 1-6,true,,https://new.astrology.com/us/home.aspx,56
1675724370251,56,301,Moved Permanently,new.astrology.com 1-6,true,,http://new.astrology.com/,56
1675724370307,143,301,Moved Permanently,new.astrology.com 1-6,true,,https://new.astrology.com/,143
1675724370450,208,200,OK,new.astrology.com 1-6,true,,https://new.astrology.com/us/home.aspx,206
1675724369892,833,200,OK,new.astrology.com 1-5,true,,https://new.astrology.com/us/home.aspx,62
1675724369892,62,301,Moved Permanently,new.astrology.com 1-5,true,,http://new.astrology.com/,62
1675724369954,132,301,Moved Permanently,new.astrology.com 1-5,true,,https://new.astrology.com/,132
1675724370086,639,200,OK,new.astrology.com 1-5,true,,https://new.astrology.com/us/home.aspx,541
1675724370377,491,200,OK,new.astrology.com 1-3,true,,https://new.astrology.com/us/home.aspx,56
1675724370377,56,301,Moved Permanently,new.astrology.com 1-3,true,,http://new.astrology.com/,56
1675724370433,148,301,Moved Permanently,new.astrology.com 1-3,true,,https://new.astrology.com/,148
1675724370581,287,200,OK,new.astrology.com 1-3,true,,https://new.astrology.com/us/home.aspx,287
1675724369804,1111,200,OK,new.astrology.com 1-8,true,,https://new.astrology.com/us/home.aspx,156
1675724369804,156,301,Moved Permanently,new.astrology.com 1-8,true,,http://new.astrology.com/,156
1675724369960,421,301,Moved Permanently,new.astrology.com 1-8,true,,https://new.astrology.com/,421
1675724370381,534,200,OK,new.astrology.com 1-8,true,,https://new.astrology.com/us/home.aspx,435
1675724370545,391,200,OK,new.astrology.com 1-2,true,,https://new.astrology.com/us/home.aspx,54
1675724370545,54,301,Moved Permanently,new.astrology.com 1-2,true,,http://new.astrology.com/,54
1675724370599,136,301,Moved Permanently,new.astrology.com 1-2,true,,https://new.astrology.com/,136
1675724370735,201,200,OK,new.astrology.com 1-2,true,,https://new.astrology.com/us/home.aspx,200
1675724370505,442,200,OK,new.astrology.com 1-1,true,,https://new.astrology.com/us/home.aspx,55
1675724370505,55,301,Moved Permanently,new.astrology.com 1-1,true,,http://new.astrology.com/,55
1675724370560,146,301,Moved Permanently,new.astrology.com 1-1,true,,https://new.astrology.com/,146
1675724370706,241,200,OK,new.astrology.com 1-1,true,,https://new.astrology.com/us/home.aspx,240
1675724370485,464,200,OK,new.astrology.com 1-4,true,,https://new.astrology.com/us/home.aspx,59
1675724370485,59,301,Moved Permanently,new.astrology.com 1-4,true,,http://new.astrology.com/,59
1675724370544,140,301,Moved Permanently,new.astrology.com 1-4,true,,https://new.astrology.com/,140
1675724370684,265,200,OK,new.astrology.com 1-4,true,,https://new.astrology.com/us/home.aspx,264
1675724370193,780,200,OK,new.astrology.com 1-7,true,,https://new.astrology.com/us/home.aspx,56
1675724370193,56,301,Moved Permanently,new.astrology.com 1-7,true,,http://new.astrology.com/,56
1675724370249,129,301,Moved Permanently,new.astrology.com 1-7,true,,https://new.astrology.com/,129
1675724370378,595,200,OK,new.astrology.com 1-7,true,,https://new.astrology.com/us/home.aspx,496
1675724370658,390,200,OK,new.astrology.com 1-6,true,,https://new.astrology.com/us/home.aspx,56
1675724370658,56,301,Moved Permanently,new.astrology.com 1-6,true,,http://new.astrology.com/,56
1675724370714,126,301,Moved Permanently,new.astrology.com 1-6,true,,https://new.astrology.com/,126
1675724370840,208,200,OK,new.astrology.com 1-6,true,,https://new.astrology.com/us/home.aspx,207
1675724370725,457,200,OK,new.astrology.com 1-5,true,,https://new.astrology.com/us/home.aspx,54
1675724370725,54,301,Moved Permanently,new.astrology.com 1-5,true,,http://new.astrology.com/,54
1675724370779,122,301,Moved Permanently,new.astrology.com 1-5,true,,https://new.astrology.com/,122
1675724370901,281,200,OK,new.astrology.com 1-5,true,,https://new.astrology.com/us/home.aspx,278
1675724370307,895,200,OK,new.astrology.com 1-9,true,,https://new.astrology.com/us/home.aspx,155
1675724370307,155,301,Moved Permanently,new.astrology.com 1-9,true,,http://new.astrology.com/,155
1675724370462,419,301,Moved Permanently,new.astrology.com 1-9,true,,https://new.astrology.com/,419
1675724370881,321,200,OK,new.astrology.com 1-9,true,,https://new.astrology.com/us/home.aspx,267
1675724370868,401,200,OK,new.astrology.com 1-3,true,,https://new.astrology.com/us/home.aspx,55
1675724370868,55,301,Moved Permanently,new.astrology.com 1-3,true,,http://new.astrology.com/,55
1675724370923,131,301,Moved Permanently,new.astrology.com 1-3,true,,https://new.astrology.com/,131
1675724371054,215,200,OK,new.astrology.com 1-3,true,,https://new.astrology.com/us/home.aspx,214
1675724370937,398,200,OK,new.astrology.com 1-2,true,,https://new.astrology.com/us/home.aspx,55
1675724370937,55,301,Moved Permanently,new.astrology.com 1-2,true,,http://new.astrology.com/,55
1675724370992,121,301,Moved Permanently,new.astrology.com 1-2,true,,https://new.astrology.com/,121
1675724371113,222,200,OK,new.astrology.com 1-2,true,,https://new.astrology.com/us/home.aspx,220
1675724370915,426,200,OK,new.astrology.com 1-8,true,,https://new.astrology.com/us/home.aspx,53
1675724370915,53,301,Moved Permanently,new.astrology.com 1-8,true,,http://new.astrology.com/,53
1675724370968,132,301,Moved Permanently,new.astrology.com 1-8,true,,https://new.astrology.com/,132
1675724371100,241,200,OK,new.astrology.com 1-8,true,,https://new.astrology.com/us/home.aspx,238
1675724370948,410,200,OK,new.astrology.com 1-1,true,,https://new.astrology.com/us/home.aspx,59
1675724370948,59,301,Moved Permanently,new.astrology.com 1-1,true,,http://new.astrology.com/,59
1675724371007,131,301,Moved Permanently,new.astrology.com 1-1,true,,https://new.astrology.com/,131
1675724371138,220,200,OK,new.astrology.com 1-1,true,,https://new.astrology.com/us/home.aspx,218
1675724370949,461,200,OK,new.astrology.com 1-4,true,,https://new.astrology.com/us/home.aspx,56
1675724370949,56,301,Moved Permanently,new.astrology.com 1-4,true,,http://new.astrology.com/,56
1675724371005,133,301,Moved Permanently,new.astrology.com 1-4,true,,https://new.astrology.com/,133
1675724371138,272,200,OK,new.astrology.com 1-4,true,,https://new.astrology.com/us/home.aspx,271
1675724371049,413,200,OK,new.astrology.com 1-6,true,,https://new.astrology.com/us/home.aspx,55
1675724371049,55,301,Moved Permanently,new.astrology.com 1-6,true,,http://new.astrology.com/,55
1675724371104,147,301,Moved Permanently,new.astrology.com 1-6,true,,https://new.astrology.com/,147
1675724371251,211,200,OK,new.astrology.com 1-6,true,,https://new.astrology.com/us/home.aspx,209
1675724370973,565,200,OK,new.astrology.com 1-7,true,,https://new.astrology.com/us/home.aspx,55
1675724370973,55,301,Moved Permanently,new.astrology.com 1-7,true,,http://new.astrology.com/,55
1675724371028,248,301,Moved Permanently,new.astrology.com 1-7,true,,https://new.astrology.com/,248
1675724371276,262,200,OK,new.astrology.com 1-7,true,,https://new.astrology.com/us/home.aspx,261
1675724371182,382,200,OK,new.astrology.com 1-5,true,,https://new.astrology.com/us/home.aspx,54
1675724371182,54,301,Moved Permanently,new.astrology.com 1-5,true,,http://new.astrology.com/,54
1675724371236,125,301,Moved Permanently,new.astrology.com 1-5,true,,https://new.astrology.com/,125
1675724371361,203,200,OK,new.astrology.com 1-5,true,,https://new.astrology.com/us/home.aspx,201
1675724371202,411,200,OK,new.astrology.com 1-9,true,,https://new.astrology.com/us/home.aspx,55
1675724371202,55,301,Moved Permanently,new.astrology.com 1-9,true,,http://new.astrology.com/,55
1675724371257,137,301,Moved Permanently,new.astrology.com 1-9,true,,https://new.astrology.com/,137
1675724371394,219,200,OK,new.astrology.com 1-9,true,,https://new.astrology.com/us/home.aspx,218
1675724371269,431,200,OK,new.astrology.com 1-3,true,,https://new.astrology.com/us/home.aspx,55
1675724371269,55,301,Moved Permanently,new.astrology.com 1-3,true,,http://new.astrology.com/,55
1675724371324,129,301,Moved Permanently,new.astrology.com 1-3,true,,https://new.astrology.com/,129
1675724371454,246,200,OK,new.astrology.com 1-3,true,,https://new.astrology.com/us/home.aspx,245
1675724370804,913,200,OK,new.astrology.com 1-10,true,,https://new.astrology.com/us/home.aspx,160
1675724370804,160,301,Moved Permanently,new.astrology.com 1-10,true,,http://new.astrology.com/,160
1675724370964,440,301,Moved Permanently,new.astrology.com 1-10,true,,https://new.astrology.com/,440
1675724371404,313,200,OK,new.astrology.com 1-10,true,,https://new.astrology.com/us/home.aspx,262
1675724371358,394,200,OK,new.astrology.com 1-1,true,,https://new.astrology.com/us/home.aspx,55
1675724371358,55,301,Moved Permanently,new.astrology.com 1-1,true,,http://new.astrology.com/,55
1675724371413,125,301,Moved Permanently,new.astrology.com 1-1,true,,https://new.astrology.com/,125
1675724371538,214,200,OK,new.astrology.com 1-1,true,,https://new.astrology.com/us/home.aspx,211
1675724371341,460,200,OK,new.astrology.com 1-8,true,,https://new.astrology.com/us/home.aspx,55
1675724371341,55,301,Moved Permanently,new.astrology.com 1-8,true,,http://new.astrology.com/,55
1675724371396,130,301,Moved Permanently,new.astrology.com 1-8,true,,https://new.astrology.com/,130
1675724371526,275,200,OK,new.astrology.com 1-8,true,,https://new.astrology.com/us/home.aspx,274
1675724371411,405,200,OK,new.astrology.com 1-4,true,,https://new.astrology.com/us/home.aspx,54
1675724371411,54,301,Moved Permanently,new.astrology.com 1-4,true,,http://new.astrology.com/,54
1675724371465,134,301,Moved Permanently,new.astrology.com 1-4,true,,https://new.astrology.com/,134
1675724371599,217,200,OK,new.astrology.com 1-4,true,,https://new.astrology.com/us/home.aspx,216
1675724371462,405,200,OK,new.astrology.com 1-6,true,,https://new.astrology.com/us/home.aspx,54
1675724371462,54,301,Moved Permanently,new.astrology.com 1-6,true,,http://new.astrology.com/,54
1675724371516,140,301,Moved Permanently,new.astrology.com 1-6,true,,https://new.astrology.com/,140
1675724371656,211,200,OK,new.astrology.com 1-6,true,,https://new.astrology.com/us/home.aspx,210
1675724371565,393,200,OK,new.astrology.com 1-5,true,,https://new.astrology.com/us/home.aspx,54
1675724371565,54,301,Moved Permanently,new.astrology.com 1-5,true,,http://new.astrology.com/,54
1675724371619,132,301,Moved Permanently,new.astrology.com 1-5,true,,https://new.astrology.com/,132
1675724371751,207,200,OK,new.astrology.com 1-5,true,,https://new.astrology.com/us/home.aspx,206
1675724371538,453,200,OK,new.astrology.com 1-7,true,,https://new.astrology.com/us/home.aspx,54
1675724371538,54,301,Moved Permanently,new.astrology.com 1-7,true,,http://new.astrology.com/,54
1675724371592,142,301,Moved Permanently,new.astrology.com 1-7,true,,https://new.astrology.com/,142
1675724371734,257,200,OK,new.astrology.com 1-7,true,,https://new.astrology.com/us/home.aspx,256
1675724371613,386,200,OK,new.astrology.com 1-9,true,,https://new.astrology.com/us/home.aspx,54
1675724371613,54,301,Moved Permanently,new.astrology.com 1-9,true,,http://new.astrology.com/,54
1675724371667,136,301,Moved Permanently,new.astrology.com 1-9,true,,https://new.astrology.com/,136
1675724371803,196,200,OK,new.astrology.com 1-9,true,,https://new.astrology.com/us/home.aspx,195
1675724371700,395,200,OK,new.astrology.com 1-3,true,,https://new.astrology.com/us/home.aspx,55
1675724371700,55,301,Moved Permanently,new.astrology.com 1-3,true,,http://new.astrology.com/,55
1675724371755,136,301,Moved Permanently,new.astrology.com 1-3,true,,https://new.astrology.com/,136
1675724371891,204,200,OK,new.astrology.com 1-3,true,,https://new.astrology.com/us/home.aspx,203
1675724371717,393,200,OK,new.astrology.com 1-10,true,,https://new.astrology.com/us/home.aspx,55
1675724371717,55,301,Moved Permanently,new.astrology.com 1-10,true,,http://new.astrology.com/,55
1675724371772,125,301,Moved Permanently,new.astrology.com 1-10,true,,https://new.astrology.com/,125
1675724371897,213,200,OK,new.astrology.com 1-10,true,,https://new.astrology.com/us/home.aspx,211
1675724371335,784,200,OK,new.astrology.com 1-2,true,,https://new.astrology.com/us/home.aspx,55
1675724371335,55,301,Moved Permanently,new.astrology.com 1-2,true,,http://new.astrology.com/,55
1675724371390,134,301,Moved Permanently,new.astrology.com 1-2,true,,https://new.astrology.com/,134
1675724371524,595,200,OK,new.astrology.com 1-2,true,,https://new.astrology.com/us/home.aspx,497
1675724371306,905,200,OK,new.astrology.com 1-11,true,,https://new.astrology.com/us/home.aspx,156
1675724371306,156,301,Moved Permanently,new.astrology.com 1-11,true,,http://new.astrology.com/,156
1675724371462,423,301,Moved Permanently,new.astrology.com 1-11,true,,https://new.astrology.com/,423
1675724371885,326,200,OK,new.astrology.com 1-11,true,,https://new.astrology.com/us/home.aspx,273
1675724371816,396,200,OK,new.astrology.com 1-4,true,,https://new.astrology.com/us/home.aspx,55
1675724371816,55,301,Moved Permanently,new.astrology.com 1-4,true,,http://new.astrology.com/,55
1675724371871,127,301,Moved Permanently,new.astrology.com 1-4,true,,https://new.astrology.com/,127
1675724371998,214,200,OK,new.astrology.com 1-4,true,,https://new.astrology.com/us/home.aspx,213
1675724371752,471,200,OK,new.astrology.com 1-1,true,,https://new.astrology.com/us/home.aspx,54
1675724371752,54,301,Moved Permanently,new.astrology.com 1-1,true,,http://new.astrology.com/,54
1675724371806,150,301,Moved Permanently,new.astrology.com 1-1,true,,https://new.astrology.com/,150
1675724371956,267,200,OK,new.astrology.com 1-1,true,,https://new.astrology.com/us/home.aspx,266
1675724371801,447,200,OK,new.astrology.com 1-8,true,,https://new.astrology.com/us/home.aspx,54
1675724371801,54,301,Moved Permanently,new.astrology.com 1-8,true,,http://new.astrology.com/,54
1675724371855,124,301,Moved Permanently,new.astrology.com 1-8,true,,https://new.astrology.com/,124
1675724371979,269,200,OK,new.astrology.com 1-8,true,,https://new.astrology.com/us/home.aspx,267
1675724371867,382,200,OK,new.astrology.com 1-6,true,,https://new.astrology.com/us/home.aspx,55
1675724371867,55,301,Moved Permanently,new.astrology.com 1-6,true,,http://new.astrology.com/,55
1675724371922,128,301,Moved Permanently,new.astrology.com 1-6,true,,https://new.astrology.com/,128
1675724372050,199,200,OK,new.astrology.com 1-6,true,,https://new.astrology.com/us/home.aspx,198
1675724371958,386,200,OK,new.astrology.com 1-5,true,,https://new.astrology.com/us/home.aspx,54
1675724371958,54,301,Moved Permanently,new.astrology.com 1-5,true,,http://new.astrology.com/,54
1675724372012,124,301,Moved Permanently,new.astrology.com 1-5,true,,https://new.astrology.com/,124
1675724372136,208,200,OK,new.astrology.com 1-5,true,,https://new.astrology.com/us/home.aspx,207
1675724371991,406,200,OK,new.astrology.com 1-7,true,,https://new.astrology.com/us/home.aspx,54
1675724371991,54,301,Moved Permanently,new.astrology.com 1-7,true,,http://new.astrology.com/,54
1675724372045,139,301,Moved Permanently,new.astrology.com 1-7,true,,https://new.astrology.com/,139
1675724372184,213,200,OK,new.astrology.com 1-7,true,,https://new.astrology.com/us/home.aspx,210
1675724371999,485,200,OK,new.astrology.com 1-9,true,,https://new.astrology.com/us/home.aspx,54
1675724371999,54,301,Moved Permanently,new.astrology.com 1-9,true,,http://new.astrology.com/,54
1675724372053,148,301,Moved Permanently,new.astrology.com 1-9,true,,https://new.astrology.com/,148
1675724372201,283,200,OK,new.astrology.com 1-9,true,,https://new.astrology.com/us/home.aspx,282
1675724372110,383,200,OK,new.astrology.com 1-10,true,,https://new.astrology.com/us/home.aspx,54
1675724372110,54,301,Moved Permanently,new.astrology.com 1-10,true,,http://new.astrology.com/,54
1675724372164,140,301,Moved Permanently,new.astrology.com 1-10,true,,https://new.astrology.com/,140
1675724372304,189,200,OK,new.astrology.com 1-10,true,,https://new.astrology.com/us/home.aspx,187
1675724372096,398,200,OK,new.astrology.com 1-3,true,,https://new.astrology.com/us/home.aspx,54
1675724372096,54,301,Moved Permanently,new.astrology.com 1-3,true,,http://new.astrology.com/,54
1675724372150,138,301,Moved Permanently,new.astrology.com 1-3,true,,https://new.astrology.com/,138
1675724372288,206,200,OK,new.astrology.com 1-3,true,,https://new.astrology.com/us/home.aspx,205
1675724372119,417,200,OK,new.astrology.com 1-2,true,,https://new.astrology.com/us/home.aspx,53
1675724372119,53,301,Moved Permanently,new.astrology.com 1-2,true,,http://new.astrology.com/,53
1675724372172,134,301,Moved Permanently,new.astrology.com 1-2,true,,https://new.astrology.com/,134
1675724372306,230,200,OK,new.astrology.com 1-2,true,,https://new.astrology.com/us/home.aspx,229
1675724372211,378,200,OK,new.astrology.com 1-11,true,,https://new.astrology.com/us/home.aspx,54
1675724372211,54,301,Moved Permanently,new.astrology.com 1-11,true,,http://new.astrology.com/,54
1675724372265,124,301,Moved Permanently,new.astrology.com 1-11,true,,https://new.astrology.com/,124
1675724372389,200,200,OK,new.astrology.com 1-11,true,,https://new.astrology.com/us/home.aspx,199
1675724372223,387,200,OK,new.astrology.com 1-1,true,,https://new.astrology.com/us/home.aspx,55
1675724372223,55,301,Moved Permanently,new.astrology.com 1-1,true,,http://new.astrology.com/,55
1675724372278,127,301,Moved Permanently,new.astrology.com 1-1,true,,https://new.astrology.com/,127
1675724372405,205,200,OK,new.astrology.com 1-1,true,,https://new.astrology.com/us/home.aspx,204
1675724372212,400,200,OK,new.astrology.com 1-4,true,,https://new.astrology.com/us/home.aspx,53
1675724372212,53,301,Moved Permanently,new.astrology.com 1-4,true,,http://new.astrology.com/,53
1675724372265,131,301,Moved Permanently,new.astrology.com 1-4,true,,https://new.astrology.com/,131
1675724372396,216,200,OK,new.astrology.com 1-4,true,,https://new.astrology.com/us/home.aspx,214
