timeStamp,elapsed,responseCode,responseMessage,threadName,success,failureMessage,bytes,sentBytes,URL,Latency,Connect
1675456725940,64,301,Moved Permanently,new.astrology.com 1-2,true,,285,119,http://www.astrology.com/,64,0
1675456726004,102,301,Moved Permanently,new.astrology.com 1-2,true,,570,119,https://www.astrology.com/,102,0
1675456726106,166,200,OK,new.astrology.com 1-2,true,,70791,131,https://www.astrology.com/us/home.aspx,164,0
1675456726029,352,200,OK,new.astrology.com 1-1,true,,71647,369,https://www.astrology.com/us/home.aspx,61,0
1675456726029,61,301,Moved Permanently,new.astrology.com 1-1,true,,285,119,http://www.astrology.com/,61,0
1675456726090,114,301,Moved Permanently,new.astrology.com 1-1,true,,570,119,https://www.astrology.com/,114,0
1675456726204,177,200,OK,new.astrology.com 1-1,true,,70792,131,https://www.astrology.com/us/home.aspx,175,0
1675456726154,358,200,OK,new.astrology.com 1-3,true,,71648,369,https://www.astrology.com/us/home.aspx,50,0
1675456726154,50,301,Moved Permanently,new.astrology.com 1-3,true,,285,119,http://www.astrology.com/,50,0
1675456726204,128,301,Moved Permanently,new.astrology.com 1-3,true,,570,119,https://www.astrology.com/,128,0
1675456726332,180,200,OK,new.astrology.com 1-3,true,,70793,131,https://www.astrology.com/us/home.aspx,178,0
1675456726272,330,200,OK,new.astrology.com 1-2,true,,71647,369,https://www.astrology.com/us/home.aspx,62,0
1675456726272,62,301,Moved Permanently,new.astrology.com 1-2,true,,285,119,http://www.astrology.com/,62,0
1675456726334,103,301,Moved Permanently,new.astrology.com 1-2,true,,570,119,https://www.astrology.com/,103,0
1675456726437,165,200,OK,new.astrology.com 1-2,true,,70792,131,https://www.astrology.com/us/home.aspx,164,0
1675456725771,922,200,OK,new.astrology.com 1-4,true,,71645,369,https://www.astrology.com/us/home.aspx,184,1
1675456725771,184,301,Moved Permanently,new.astrology.com 1-4,true,,285,119,http://www.astrology.com/,184,1
1675456725955,446,301,Moved Permanently,new.astrology.com 1-4,true,,570,119,https://www.astrology.com/,446,188
1675456726401,292,200,OK,new.astrology.com 1-4,true,,70790,131,https://www.astrology.com/us/home.aspx,233,0
1675456726381,356,200,OK,new.astrology.com 1-1,true,,71648,369,https://www.astrology.com/us/home.aspx,64,0
1675456726381,64,301,Moved Permanently,new.astrology.com 1-1,true,,285,119,http://www.astrology.com/,64,0
1675456726445,112,301,Moved Permanently,new.astrology.com 1-1,true,,570,119,https://www.astrology.com/,112,0
1675456726557,180,200,OK,new.astrology.com 1-1,true,,70793,131,https://www.astrology.com/us/home.aspx,175,0
1675456726512,345,200,OK,new.astrology.com 1-3,true,,71646,369,https://www.astrology.com/us/home.aspx,51,0
1675456726512,51,301,Moved Permanently,new.astrology.com 1-3,true,,285,119,http://www.astrology.com/,51,0
1675456726563,113,301,Moved Permanently,new.astrology.com 1-3,true,,570,119,https://www.astrology.com/,113,0
1675456726676,181,200,OK,new.astrology.com 1-3,true,,70791,131,https://www.astrology.com/us/home.aspx,176,0
1675456726602,333,200,OK,new.astrology.com 1-2,true,,71648,369,https://www.astrology.com/us/home.aspx,61,0
1675456726602,61,301,Moved Permanently,new.astrology.com 1-2,true,,285,119,http://www.astrology.com/,61,0
1675456726663,104,301,Moved Permanently,new.astrology.com 1-2,true,,570,119,https://www.astrology.com/,104,0
1675456726767,168,200,OK,new.astrology.com 1-2,true,,70793,131,https://www.astrology.com/us/home.aspx,167,0
1675456726694,352,200,OK,new.astrology.com 1-4,true,,71646,369,https://www.astrology.com/us/home.aspx,62,0
1675456726694,62,301,Moved Permanently,new.astrology.com 1-4,true,,285,119,http://www.astrology.com/,62,0
1675456726756,115,301,Moved Permanently,new.astrology.com 1-4,true,,570,119,https://www.astrology.com/,115,0
1675456726871,175,200,OK,new.astrology.com 1-4,true,,70791,131,https://www.astrology.com/us/home.aspx,174,0
1675456726270,861,200,OK,new.astrology.com 1-5,true,,71646,369,https://www.astrology.com/us/home.aspx,188,0
1675456726270,188,301,Moved Permanently,new.astrology.com 1-5,true,,285,119,http://www.astrology.com/,188,0
1675456726458,415,301,Moved Permanently,new.astrology.com 1-5,true,,570,119,https://www.astrology.com/,415,182
1675456726873,258,200,OK,new.astrology.com 1-5,true,,70791,131,https://www.astrology.com/us/home.aspx,212,0
1675456726857,364,200,OK,new.astrology.com 1-3,true,,71648,369,https://www.astrology.com/us/home.aspx,48,0
1675456726857,48,301,Moved Permanently,new.astrology.com 1-3,true,,285,119,http://www.astrology.com/,48,0
1675456726905,129,301,Moved Permanently,new.astrology.com 1-3,true,,570,119,https://www.astrology.com/,129,0
1675456727034,187,200,OK,new.astrology.com 1-3,true,,70793,131,https://www.astrology.com/us/home.aspx,181,0
1675456726738,486,200,OK,new.astrology.com 1-1,true,,71647,369,https://www.astrology.com/us/home.aspx,61,0
1675456726738,61,301,Moved Permanently,new.astrology.com 1-1,true,,285,119,http://www.astrology.com/,61,0
1675456726799,142,301,Moved Permanently,new.astrology.com 1-1,true,,570,119,https://www.astrology.com/,142,0
1675456726941,283,200,OK,new.astrology.com 1-1,true,,70792,131,https://www.astrology.com/us/home.aspx,282,0
1675456726936,372,200,OK,new.astrology.com 1-2,true,,71648,369,https://www.astrology.com/us/home.aspx,60,0
1675456726936,60,301,Moved Permanently,new.astrology.com 1-2,true,,285,119,http://www.astrology.com/,60,0
1675456726996,134,301,Moved Permanently,new.astrology.com 1-2,true,,570,119,https://www.astrology.com/,134,0
1675456727130,178,200,OK,new.astrology.com 1-2,true,,70793,131,https://www.astrology.com/us/home.aspx,178,0
1675456727046,366,200,OK,new.astrology.com 1-4,true,,71650,369,https://www.astrology.com/us/home.aspx,63,0
1675456727046,63,301,Moved Permanently,new.astrology.com 1-4,true,,285,119,http://www.astrology.com/,63,0
1675456727109,115,301,Moved Permanently,new.astrology.com 1-4,true,,570,119,https://www.astrology.com/,115,0
1675456727224,188,200,OK,new.astrology.com 1-4,true,,70795,131,https://www.astrology.com/us/home.aspx,187,0
1675456727131,332,200,OK,new.astrology.com 1-5,true,,71648,369,https://www.astrology.com/us/home.aspx,63,0
1675456727131,63,301,Moved Permanently,new.astrology.com 1-5,true,,285,119,http://www.astrology.com/,63,0
1675456727195,102,301,Moved Permanently,new.astrology.com 1-5,true,,570,119,https://www.astrology.com/,102,0
1675456727297,166,200,OK,new.astrology.com 1-5,true,,70793,131,https://www.astrology.com/us/home.aspx,165,0
1675456727221,349,200,OK,new.astrology.com 1-3,true,,71647,369,https://www.astrology.com/us/home.aspx,49,0
1675456727221,49,301,Moved Permanently,new.astrology.com 1-3,true,,285,119,http://www.astrology.com/,49,0
1675456727270,114,301,Moved Permanently,new.astrology.com 1-3,true,,570,119,https://www.astrology.com/,114,0
1675456727384,186,200,OK,new.astrology.com 1-3,true,,70792,131,https://www.astrology.com/us/home.aspx,183,0
1675456727224,361,200,OK,new.astrology.com 1-1,true,,71647,369,https://www.astrology.com/us/home.aspx,61,0
1675456727224,61,301,Moved Permanently,new.astrology.com 1-1,true,,285,119,http://www.astrology.com/,61,0
1675456727285,110,301,Moved Permanently,new.astrology.com 1-1,true,,570,119,https://www.astrology.com/,110,0
1675456727395,190,200,OK,new.astrology.com 1-1,true,,70792,131,https://www.astrology.com/us/home.aspx,189,0
1675456726773,870,200,OK,new.astrology.com 1-6,true,,71650,369,https://www.astrology.com/us/home.aspx,139,0
1675456726773,139,301,Moved Permanently,new.astrology.com 1-6,true,,285,119,http://www.astrology.com/,139,0
1675456726912,440,301,Moved Permanently,new.astrology.com 1-6,true,,570,119,https://www.astrology.com/,440,188
1675456727352,291,200,OK,new.astrology.com 1-6,true,,70795,131,https://www.astrology.com/us/home.aspx,231,0
1675456727308,335,200,OK,new.astrology.com 1-2,true,,71648,369,https://www.astrology.com/us/home.aspx,62,0
1675456727308,62,301,Moved Permanently,new.astrology.com 1-2,true,,285,119,http://www.astrology.com/,62,0
1675456727370,103,301,Moved Permanently,new.astrology.com 1-2,true,,570,119,https://www.astrology.com/,103,0
1675456727473,170,200,OK,new.astrology.com 1-2,true,,70793,131,https://www.astrology.com/us/home.aspx,169,0
1675456727413,365,200,OK,new.astrology.com 1-4,true,,71647,369,https://www.astrology.com/us/home.aspx,60,0
1675456727413,60,301,Moved Permanently,new.astrology.com 1-4,true,,285,119,http://www.astrology.com/,60,0
1675456727473,114,301,Moved Permanently,new.astrology.com 1-4,true,,570,119,https://www.astrology.com/,114,0
1675456727587,191,200,OK,new.astrology.com 1-4,true,,70792,131,https://www.astrology.com/us/home.aspx,186,0
1675456727464,327,200,OK,new.astrology.com 1-5,true,,71646,369,https://www.astrology.com/us/home.aspx,63,0
1675456727464,63,301,Moved Permanently,new.astrology.com 1-5,true,,285,119,http://www.astrology.com/,63,0
1675456727527,95,301,Moved Permanently,new.astrology.com 1-5,true,,570,119,https://www.astrology.com/,95,0
1675456727622,169,200,OK,new.astrology.com 1-5,true,,70791,131,https://www.astrology.com/us/home.aspx,165,0
1675456727570,344,200,OK,new.astrology.com 1-3,true,,71647,369,https://www.astrology.com/us/home.aspx,49,0
1675456727570,49,301,Moved Permanently,new.astrology.com 1-3,true,,285,119,http://www.astrology.com/,49,0
1675456727619,121,301,Moved Permanently,new.astrology.com 1-3,true,,570,119,https://www.astrology.com/,121,0
1675456727740,174,200,OK,new.astrology.com 1-3,true,,70792,131,https://www.astrology.com/us/home.aspx,173,0
1675456727585,383,200,OK,new.astrology.com 1-1,true,,71647,369,https://www.astrology.com/us/home.aspx,64,0
1675456727585,64,301,Moved Permanently,new.astrology.com 1-1,true,,285,119,http://www.astrology.com/,64,0
1675456727649,110,301,Moved Permanently,new.astrology.com 1-1,true,,570,119,https://www.astrology.com/,110,0
1675456727759,209,200,OK,new.astrology.com 1-1,true,,70792,131,https://www.astrology.com/us/home.aspx,208,0
1675456727643,406,200,OK,new.astrology.com 1-2,true,,71647,369,https://www.astrology.com/us/home.aspx,62,0
1675456727643,62,301,Moved Permanently,new.astrology.com 1-2,true,,285,119,http://www.astrology.com/,62,0
1675456727705,104,301,Moved Permanently,new.astrology.com 1-2,true,,570,119,https://www.astrology.com/,104,0
1675456727809,240,200,OK,new.astrology.com 1-2,true,,70792,131,https://www.astrology.com/us/home.aspx,237,0
1675456727791,370,200,OK,new.astrology.com 1-5,true,,71648,369,https://www.astrology.com/us/home.aspx,61,0
1675456727791,61,301,Moved Permanently,new.astrology.com 1-5,true,,285,119,http://www.astrology.com/,61,0
1675456727852,132,301,Moved Permanently,new.astrology.com 1-5,true,,570,119,https://www.astrology.com/,132,0
1675456727984,177,200,OK,new.astrology.com 1-5,true,,70793,131,https://www.astrology.com/us/home.aspx,175,0
1675456727270,891,200,OK,new.astrology.com 1-7,true,,71647,369,https://www.astrology.com/us/home.aspx,142,0
1675456727270,142,301,Moved Permanently,new.astrology.com 1-7,true,,285,119,http://www.astrology.com/,142,0
1675456727413,395,301,Moved Permanently,new.astrology.com 1-7,true,,570,119,https://www.astrology.com/,395,151
1675456727808,353,200,OK,new.astrology.com 1-7,true,,70792,131,https://www.astrology.com/us/home.aspx,305,0
1675456727778,420,200,OK,new.astrology.com 1-4,true,,71649,369,https://www.astrology.com/us/home.aspx,62,0
1675456727778,62,301,Moved Permanently,new.astrology.com 1-4,true,,285,119,http://www.astrology.com/,62,0
1675456727840,117,301,Moved Permanently,new.astrology.com 1-4,true,,570,119,https://www.astrology.com/,117,0
1675456727957,241,200,OK,new.astrology.com 1-4,true,,70794,131,https://www.astrology.com/us/home.aspx,240,0
1675456727914,351,200,OK,new.astrology.com 1-3,true,,71648,369,https://www.astrology.com/us/home.aspx,48,0
1675456727914,48,301,Moved Permanently,new.astrology.com 1-3,true,,285,119,http://www.astrology.com/,48,0
1675456727962,113,301,Moved Permanently,new.astrology.com 1-3,true,,570,119,https://www.astrology.com/,113,0
1675456728075,190,200,OK,new.astrology.com 1-3,true,,70793,131,https://www.astrology.com/us/home.aspx,188,0
1675456727968,371,200,OK,new.astrology.com 1-1,true,,71649,369,https://www.astrology.com/us/home.aspx,63,0
1675456727968,63,301,Moved Permanently,new.astrology.com 1-1,true,,285,119,http://www.astrology.com/,63,0
1675456728031,118,301,Moved Permanently,new.astrology.com 1-1,true,,570,119,https://www.astrology.com/,118,0
1675456728149,190,200,OK,new.astrology.com 1-1,true,,70794,131,https://www.astrology.com/us/home.aspx,188,0
1675456727643,717,200,OK,new.astrology.com 1-6,true,,71647,369,https://www.astrology.com/us/home.aspx,51,0
1675456727643,51,301,Moved Permanently,new.astrology.com 1-6,true,,285,119,http://www.astrology.com/,51,0
1675456727694,115,301,Moved Permanently,new.astrology.com 1-6,true,,570,119,https://www.astrology.com/,115,0
1675456727809,551,200,OK,new.astrology.com 1-6,true,,70792,131,https://www.astrology.com/us/home.aspx,438,0
1675456728049,329,200,OK,new.astrology.com 1-2,true,,71645,369,https://www.astrology.com/us/home.aspx,61,0
1675456728049,61,301,Moved Permanently,new.astrology.com 1-2,true,,285,119,http://www.astrology.com/,61,0
1675456728110,100,301,Moved Permanently,new.astrology.com 1-2,true,,570,119,https://www.astrology.com/,99,0
1675456728210,168,200,OK,new.astrology.com 1-2,true,,70790,131,https://www.astrology.com/us/home.aspx,164,0
1675456728161,332,200,OK,new.astrology.com 1-5,true,,71648,369,https://www.astrology.com/us/home.aspx,58,0
1675456728161,58,301,Moved Permanently,new.astrology.com 1-5,true,,285,119,http://www.astrology.com/,58,0
1675456728219,100,301,Moved Permanently,new.astrology.com 1-5,true,,570,119,https://www.astrology.com/,100,0
1675456728319,174,200,OK,new.astrology.com 1-5,true,,70793,131,https://www.astrology.com/us/home.aspx,171,0
1675456728161,395,200,OK,new.astrology.com 1-7,true,,71647,369,https://www.astrology.com/us/home.aspx,51,0
1675456728161,51,301,Moved Permanently,new.astrology.com 1-7,true,,285,119,http://www.astrology.com/,51,0
1675456728212,107,301,Moved Permanently,new.astrology.com 1-7,true,,570,119,https://www.astrology.com/,107,0
1675456728319,237,200,OK,new.astrology.com 1-7,true,,70792,131,https://www.astrology.com/us/home.aspx,236,0
1675456728199,358,200,OK,new.astrology.com 1-4,true,,71646,369,https://www.astrology.com/us/home.aspx,61,0
1675456728199,61,301,Moved Permanently,new.astrology.com 1-4,true,,285,119,http://www.astrology.com/,61,0
1675456728260,119,301,Moved Permanently,new.astrology.com 1-4,true,,570,119,https://www.astrology.com/,119,0
1675456728379,178,200,OK,new.astrology.com 1-4,true,,70791,131,https://www.astrology.com/us/home.aspx,177,0
1675456727769,831,200,OK,new.astrology.com 1-8,true,,71647,369,https://www.astrology.com/us/home.aspx,180,1
1675456727769,180,301,Moved Permanently,new.astrology.com 1-8,true,,285,119,http://www.astrology.com/,180,1
1675456727949,381,301,Moved Permanently,new.astrology.com 1-8,true,,570,119,https://www.astrology.com/,381,153
1675456728330,270,200,OK,new.astrology.com 1-8,true,,70792,131,https://www.astrology.com/us/home.aspx,221,0
1675456728265,340,200,OK,new.astrology.com 1-3,true,,71647,369,https://www.astrology.com/us/home.aspx,50,0
1675456728265,50,301,Moved Permanently,new.astrology.com 1-3,true,,285,119,http://www.astrology.com/,50,0
1675456728315,109,301,Moved Permanently,new.astrology.com 1-3,true,,570,119,https://www.astrology.com/,109,0
1675456728424,181,200,OK,new.astrology.com 1-3,true,,70792,131,https://www.astrology.com/us/home.aspx,180,0
1675456728339,363,200,OK,new.astrology.com 1-1,true,,71652,369,https://www.astrology.com/us/home.aspx,61,0
1675456728339,61,301,Moved Permanently,new.astrology.com 1-1,true,,285,119,http://www.astrology.com/,61,0
1675456728400,111,301,Moved Permanently,new.astrology.com 1-1,true,,570,119,https://www.astrology.com/,111,0
1675456728511,191,200,OK,new.astrology.com 1-1,true,,70797,131,https://www.astrology.com/us/home.aspx,188,0
1675456728378,345,200,OK,new.astrology.com 1-2,true,,71645,369,https://www.astrology.com/us/home.aspx,61,0
1675456728378,61,301,Moved Permanently,new.astrology.com 1-2,true,,285,119,http://www.astrology.com/,61,0
1675456728439,108,301,Moved Permanently,new.astrology.com 1-2,true,,570,119,https://www.astrology.com/,108,0
1675456728547,176,200,OK,new.astrology.com 1-2,true,,70790,131,https://www.astrology.com/us/home.aspx,174,0
1675456728360,370,200,OK,new.astrology.com 1-6,true,,71648,369,https://www.astrology.com/us/home.aspx,49,0
1675456728360,49,301,Moved Permanently,new.astrology.com 1-6,true,,285,119,http://www.astrology.com/,49,0
1675456728409,138,301,Moved Permanently,new.astrology.com 1-6,true,,570,119,https://www.astrology.com/,138,0
1675456728547,183,200,OK,new.astrology.com 1-6,true,,70793,131,https://www.astrology.com/us/home.aspx,182,0
1675456728493,344,200,OK,new.astrology.com 1-5,true,,71648,369,https://www.astrology.com/us/home.aspx,64,0
1675456728493,64,301,Moved Permanently,new.astrology.com 1-5,true,,285,119,http://www.astrology.com/,64,0
1675456728557,100,301,Moved Permanently,new.astrology.com 1-5,true,,570,119,https://www.astrology.com/,100,0
1675456728657,180,200,OK,new.astrology.com 1-5,true,,70793,131,https://www.astrology.com/us/home.aspx,179,0
1675456728556,321,200,OK,new.astrology.com 1-7,true,,71647,369,https://www.astrology.com/us/home.aspx,50,0
1675456728556,50,301,Moved Permanently,new.astrology.com 1-7,true,,285,119,http://www.astrology.com/,50,0
1675456728606,107,301,Moved Permanently,new.astrology.com 1-7,true,,570,119,https://www.astrology.com/,107,0
1675456728713,164,200,OK,new.astrology.com 1-7,true,,70792,131,https://www.astrology.com/us/home.aspx,164,0
1675456728557,352,200,OK,new.astrology.com 1-4,true,,71647,369,https://www.astrology.com/us/home.aspx,63,0
1675456728557,63,301,Moved Permanently,new.astrology.com 1-4,true,,285,119,http://www.astrology.com/,63,0
1675456728620,113,301,Moved Permanently,new.astrology.com 1-4,true,,570,119,https://www.astrology.com/,113,0
1675456728733,176,200,OK,new.astrology.com 1-4,true,,70792,131,https://www.astrology.com/us/home.aspx,175,0
1675456728600,419,200,OK,new.astrology.com 1-8,true,,71647,369,https://www.astrology.com/us/home.aspx,66,0
1675456728600,66,301,Moved Permanently,new.astrology.com 1-8,true,,285,119,http://www.astrology.com/,66,0
1675456728666,97,301,Moved Permanently,new.astrology.com 1-8,true,,570,119,https://www.astrology.com/,97,0
1675456728763,256,200,OK,new.astrology.com 1-8,true,,70792,131,https://www.astrology.com/us/home.aspx,254,0
1675456728702,355,200,OK,new.astrology.com 1-1,true,,71646,369,https://www.astrology.com/us/home.aspx,62,0
1675456728702,62,301,Moved Permanently,new.astrology.com 1-1,true,,285,119,http://www.astrology.com/,62,0
1675456728764,111,301,Moved Permanently,new.astrology.com 1-1,true,,570,119,https://www.astrology.com/,111,0
1675456728875,182,200,OK,new.astrology.com 1-1,true,,70791,131,https://www.astrology.com/us/home.aspx,179,0
1675456728730,352,200,OK,new.astrology.com 1-6,true,,71645,369,https://www.astrology.com/us/home.aspx,50,0
1675456728730,50,301,Moved Permanently,new.astrology.com 1-6,true,,285,119,http://www.astrology.com/,50,0
1675456728780,119,301,Moved Permanently,new.astrology.com 1-6,true,,570,119,https://www.astrology.com/,119,0
1675456728899,183,200,OK,new.astrology.com 1-6,true,,70790,131,https://www.astrology.com/us/home.aspx,182,0
1675456728605,508,200,OK,new.astrology.com 1-3,true,,71646,369,https://www.astrology.com/us/home.aspx,48,0
1675456728605,48,301,Moved Permanently,new.astrology.com 1-3,true,,285,119,http://www.astrology.com/,48,0
1675456728653,220,301,Moved Permanently,new.astrology.com 1-3,true,,570,119,https://www.astrology.com/,220,0
1675456728873,240,200,OK,new.astrology.com 1-3,true,,70791,131,https://www.astrology.com/us/home.aspx,238,0
1675456728723,432,200,OK,new.astrology.com 1-2,true,,71645,369,https://www.astrology.com/us/home.aspx,62,0
1675456728723,62,301,Moved Permanently,new.astrology.com 1-2,true,,285,119,http://www.astrology.com/,62,0
1675456728785,129,301,Moved Permanently,new.astrology.com 1-2,true,,570,119,https://www.astrology.com/,129,0
1675456728914,241,200,OK,new.astrology.com 1-2,true,,70790,131,https://www.astrology.com/us/home.aspx,231,0
1675456728877,319,200,OK,new.astrology.com 1-7,true,,71648,369,https://www.astrology.com/us/home.aspx,48,0
1675456728877,48,301,Moved Permanently,new.astrology.com 1-7,true,,285,119,http://www.astrology.com/,48,0
1675456728925,102,301,Moved Permanently,new.astrology.com 1-7,true,,570,119,https://www.astrology.com/,102,0
1675456729027,169,200,OK,new.astrology.com 1-7,true,,70793,131,https://www.astrology.com/us/home.aspx,168,0
1675456728837,364,200,OK,new.astrology.com 1-5,true,,71647,369,https://www.astrology.com/us/home.aspx,63,0
1675456728837,63,301,Moved Permanently,new.astrology.com 1-5,true,,285,119,http://www.astrology.com/,63,0
1675456728900,110,301,Moved Permanently,new.astrology.com 1-5,true,,570,119,https://www.astrology.com/,110,0
1675456729010,191,200,OK,new.astrology.com 1-5,true,,70792,131,https://www.astrology.com/us/home.aspx,189,0
1675456728270,942,200,OK,new.astrology.com 1-9,true,,71646,369,https://www.astrology.com/us/home.aspx,173,0
1675456728270,173,301,Moved Permanently,new.astrology.com 1-9,true,,285,119,http://www.astrology.com/,173,0
1675456728444,466,301,Moved Permanently,new.astrology.com 1-9,true,,570,119,https://www.astrology.com/,466,192
1675456728910,302,200,OK,new.astrology.com 1-9,true,,70791,131,https://www.astrology.com/us/home.aspx,244,0
1675456728909,362,200,OK,new.astrology.com 1-4,true,,71647,369,https://www.astrology.com/us/home.aspx,61,0
1675456728909,61,301,Moved Permanently,new.astrology.com 1-4,true,,285,119,http://www.astrology.com/,61,0
1675456728970,112,301,Moved Permanently,new.astrology.com 1-4,true,,570,119,https://www.astrology.com/,112,0
1675456729082,189,200,OK,new.astrology.com 1-4,true,,70792,131,https://www.astrology.com/us/home.aspx,187,0
1675456729019,328,200,OK,new.astrology.com 1-8,true,,71646,369,https://www.astrology.com/us/home.aspx,64,0
1675456729019,64,301,Moved Permanently,new.astrology.com 1-8,true,,285,119,http://www.astrology.com/,64,0
1675456729083,103,301,Moved Permanently,new.astrology.com 1-8,true,,570,119,https://www.astrology.com/,103,0
1675456729186,161,200,OK,new.astrology.com 1-8,true,,70791,131,https://www.astrology.com/us/home.aspx,159,0
1675456729082,344,200,OK,new.astrology.com 1-6,true,,71648,369,https://www.astrology.com/us/home.aspx,48,0
1675456729082,48,301,Moved Permanently,new.astrology.com 1-6,true,,285,119,http://www.astrology.com/,48,0
1675456729130,119,301,Moved Permanently,new.astrology.com 1-6,true,,570,119,https://www.astrology.com/,119,0
1675456729249,177,200,OK,new.astrology.com 1-6,true,,70793,131,https://www.astrology.com/us/home.aspx,174,0
1675456729057,381,200,OK,new.astrology.com 1-1,true,,71647,369,https://www.astrology.com/us/home.aspx,61,0
1675456729057,61,301,Moved Permanently,new.astrology.com 1-1,true,,285,119,http://www.astrology.com/,61,0
1675456729118,135,301,Moved Permanently,new.astrology.com 1-1,true,,570,119,https://www.astrology.com/,135,0
1675456729253,185,200,OK,new.astrology.com 1-1,true,,70792,131,https://www.astrology.com/us/home.aspx,182,0
1675456729113,364,200,OK,new.astrology.com 1-3,true,,71647,369,https://www.astrology.com/us/home.aspx,48,0
1675456729113,48,301,Moved Permanently,new.astrology.com 1-3,true,,285,119,http://www.astrology.com/,48,0
1675456729161,124,301,Moved Permanently,new.astrology.com 1-3,true,,570,119,https://www.astrology.com/,124,0
1675456729285,192,200,OK,new.astrology.com 1-3,true,,70792,131,https://www.astrology.com/us/home.aspx,191,0
1675456729196,330,200,OK,new.astrology.com 1-7,true,,71645,369,https://www.astrology.com/us/home.aspx,48,0
1675456729196,48,301,Moved Permanently,new.astrology.com 1-7,true,,285,119,http://www.astrology.com/,48,0
1675456729244,105,301,Moved Permanently,new.astrology.com 1-7,true,,570,119,https://www.astrology.com/,105,0
1675456729349,177,200,OK,new.astrology.com 1-7,true,,70790,131,https://www.astrology.com/us/home.aspx,176,0
1675456729212,360,200,OK,new.astrology.com 1-9,true,,71650,369,https://www.astrology.com/us/home.aspx,66,0
1675456729212,66,301,Moved Permanently,new.astrology.com 1-9,true,,285,119,http://www.astrology.com/,66,0
1675456729278,118,301,Moved Permanently,new.astrology.com 1-9,true,,570,119,https://www.astrology.com/,118,0
1675456729396,176,200,OK,new.astrology.com 1-9,true,,70795,131,https://www.astrology.com/us/home.aspx,175,0
1675456729201,373,200,OK,new.astrology.com 1-5,true,,71645,369,https://www.astrology.com/us/home.aspx,59,0
1675456729201,59,301,Moved Permanently,new.astrology.com 1-5,true,,285,119,http://www.astrology.com/,59,0
1675456729260,100,301,Moved Permanently,new.astrology.com 1-5,true,,570,119,https://www.astrology.com/,100,0
1675456729360,214,200,OK,new.astrology.com 1-5,true,,70790,131,https://www.astrology.com/us/home.aspx,209,0
1675456729155,433,200,OK,new.astrology.com 1-2,true,,71647,369,https://www.astrology.com/us/home.aspx,60,0
1675456729155,60,301,Moved Permanently,new.astrology.com 1-2,true,,285,119,http://www.astrology.com/,60,0
1675456729215,107,301,Moved Permanently,new.astrology.com 1-2,true,,570,119,https://www.astrology.com/,107,0
