timeStamp,label,responseCode,responseMessage,threadName,success,bytes,grpThreads,allThreads,URL,Latency,IdleTime
1675813581990,new.astrology.com/daily.html-2,200,OK,new.astrology.com 1-3,true,75066,25,25,https://new.astrology.com/horoscope/daily.html,248,0
1675813581843,new.astrology.com/daily.html,200,OK,new.astrology.com 1-23,true,75958,25,25,https://new.astrology.com/horoscope/daily.html,55,0
1675813581843,new.astrology.com/daily.html-0,301,Moved Permanently,new.astrology.com 1-23,true,295,25,25,http://new.astrology.com/daily.html,55,0
1675813581898,new.astrology.com/daily.html-1,301,Moved Permanently,new.astrology.com 1-23,true,598,25,25,https://new.astrology.com/daily.html,159,0
1675813582058,new.astrology.com/daily.html-2,200,OK,new.astrology.com 1-23,true,75065,25,25,https://new.astrology.com/horoscope/daily.html,188,0
1675813581804,new.astrology.com/daily.html,200,OK,new.astrology.com 1-1,true,75958,25,25,https://new.astrology.com/horoscope/daily.html,55,0
1675813581804,new.astrology.com/daily.html-0,301,Moved Permanently,new.astrology.com 1-1,true,295,25,25,http://new.astrology.com/daily.html,55,0
1675813581859,new.astrology.com/daily.html-1,301,Moved Permanently,new.astrology.com 1-1,true,598,25,25,https://new.astrology.com/daily.html,161,0
1675813582020,new.astrology.com/daily.html-2,200,OK,new.astrology.com 1-1,true,75065,25,25,https://new.astrology.com/horoscope/daily.html,235,0
1675813581893,new.astrology.com/daily.html,200,OK,new.astrology.com 1-13,true,75958,25,25,https://new.astrology.com/horoscope/daily.html,57,0
1675813581893,new.astrology.com/daily.html-0,301,Moved Permanently,new.astrology.com 1-13,true,295,25,25,http://new.astrology.com/daily.html,57,0
1675813581950,new.astrology.com/daily.html-1,301,Moved Permanently,new.astrology.com 1-13,true,598,25,25,https://new.astrology.com/daily.html,159,0
1675813582109,new.astrology.com/daily.html-2,200,OK,new.astrology.com 1-13,true,75065,25,25,https://new.astrology.com/horoscope/daily.html,174,0
1675813581572,new.astrology.com/daily.html,200,OK,new.astrology.com 1-15,true,75962,25,25,https://new.astrology.com/horoscope/daily.html,58,0
1675813581572,new.astrology.com/daily.html-0,301,Moved Permanently,new.astrology.com 1-15,true,295,25,25,http://new.astrology.com/daily.html,58,0
1675813581630,new.astrology.com/daily.html-1,301,Moved Permanently,new.astrology.com 1-15,true,598,25,25,https://new.astrology.com/daily.html,160,0
1675813581790,new.astrology.com/daily.html-2,200,OK,new.astrology.com 1-15,true,75069,25,25,https://new.astrology.com/horoscope/daily.html,431,0
1675813581944,new.astrology.com/daily.html,200,OK,new.astrology.com 1-9,true,75959,25,25,https://new.astrology.com/horoscope/daily.html,60,0
1675813581944,new.astrology.com/daily.html-0,301,Moved Permanently,new.astrology.com 1-9,true,295,25,25,http://new.astrology.com/daily.html,60,0
1675813582004,new.astrology.com/daily.html-1,301,Moved Permanently,new.astrology.com 1-9,true,598,25,25,https://new.astrology.com/daily.html,167,0
1675813582171,new.astrology.com/daily.html-2,200,OK,new.astrology.com 1-9,true,75066,25,25,https://new.astrology.com/horoscope/daily.html,235,0
1675813581955,new.astrology.com/daily.html,200,OK,new.astrology.com 1-21,true,75958,25,25,https://new.astrology.com/horoscope/daily.html,65,0
1675813581955,new.astrology.com/daily.html-0,301,Moved Permanently,new.astrology.com 1-21,true,295,25,25,http://new.astrology.com/daily.html,65,0
1675813582020,new.astrology.com/daily.html-1,301,Moved Permanently,new.astrology.com 1-21,true,598,25,25,https://new.astrology.com/daily.html,161,0
1675813582182,new.astrology.com/daily.html-2,200,OK,new.astrology.com 1-21,true,75065,25,25,https://new.astrology.com/horoscope/daily.html,240,0
1675813581971,new.astrology.com/daily.html,200,OK,new.astrology.com 1-11,true,75958,25,25,https://new.astrology.com/horoscope/daily.html,58,0
1675813581971,new.astrology.com/daily.html-0,301,Moved Permanently,new.astrology.com 1-11,true,295,25,25,http://new.astrology.com/daily.html,58,0
1675813582029,new.astrology.com/daily.html-1,301,Moved Permanently,new.astrology.com 1-11,true,598,25,25,https://new.astrology.com/daily.html,169,0
1675813582198,new.astrology.com/daily.html-2,200,OK,new.astrology.com 1-11,true,75065,25,25,https://new.astrology.com/horoscope/daily.html,231,0
1675813581995,new.astrology.com/daily.html,200,OK,new.astrology.com 1-12,true,75961,25,25,https://new.astrology.com/horoscope/daily.html,59,0
1675813581995,new.astrology.com/daily.html-0,301,Moved Permanently,new.astrology.com 1-12,true,295,25,25,http://new.astrology.com/daily.html,59,0
1675813582054,new.astrology.com/daily.html-1,301,Moved Permanently,new.astrology.com 1-12,true,598,25,25,https://new.astrology.com/daily.html,166,0
1675813582220,new.astrology.com/daily.html-2,200,OK,new.astrology.com 1-12,true,75068,25,25,https://new.astrology.com/horoscope/daily.html,251,0
1675813582070,new.astrology.com/daily.html,200,OK,new.astrology.com 1-18,true,75959,25,25,https://new.astrology.com/horoscope/daily.html,59,0
1675813582070,new.astrology.com/daily.html-0,301,Moved Permanently,new.astrology.com 1-18,true,295,25,25,http://new.astrology.com/daily.html,59,0
1675813582129,new.astrology.com/daily.html-1,301,Moved Permanently,new.astrology.com 1-18,true,598,25,25,https://new.astrology.com/daily.html,161,0
1675813582290,new.astrology.com/daily.html-2,200,OK,new.astrology.com 1-18,true,75066,25,25,https://new.astrology.com/horoscope/daily.html,185,0
1675813582030,new.astrology.com/daily.html,200,OK,new.astrology.com 1-22,true,75959,25,25,https://new.astrology.com/horoscope/daily.html,56,0
1675813582030,new.astrology.com/daily.html-0,301,Moved Permanently,new.astrology.com 1-22,true,295,25,25,http://new.astrology.com/daily.html,56,0
1675813582086,new.astrology.com/daily.html-1,301,Moved Permanently,new.astrology.com 1-22,true,598,25,25,https://new.astrology.com/daily.html,163,0
1675813582249,new.astrology.com/daily.html-2,200,OK,new.astrology.com 1-22,true,75066,25,25,https://new.astrology.com/horoscope/daily.html,242,0
1675813581927,new.astrology.com/daily.html,200,OK,new.astrology.com 1-6,true,75959,25,25,https://new.astrology.com/horoscope/daily.html,55,0
1675813581927,new.astrology.com/daily.html-0,301,Moved Permanently,new.astrology.com 1-6,true,295,25,25,http://new.astrology.com/daily.html,55,0
1675813581982,new.astrology.com/daily.html-1,301,Moved Permanently,new.astrology.com 1-6,true,598,25,25,https://new.astrology.com/daily.html,167,0
1675813582149,new.astrology.com/daily.html-2,200,OK,new.astrology.com 1-6,true,75066,25,25,https://new.astrology.com/horoscope/daily.html,247,0
1675813582086,new.astrology.com/daily.html,200,OK,new.astrology.com 1-4,true,75958,25,25,https://new.astrology.com/horoscope/daily.html,63,0
1675813582086,new.astrology.com/daily.html-0,301,Moved Permanently,new.astrology.com 1-4,true,295,25,25,http://new.astrology.com/daily.html,63,0
1675813582149,new.astrology.com/daily.html-1,301,Moved Permanently,new.astrology.com 1-4,true,598,25,25,https://new.astrology.com/daily.html,171,0
1675813582320,new.astrology.com/daily.html-2,200,OK,new.astrology.com 1-4,true,75065,25,25,https://new.astrology.com/horoscope/daily.html,236,0
1675813582096,new.astrology.com/daily.html,200,OK,new.astrology.com 1-8,true,75958,25,25,https://new.astrology.com/horoscope/daily.html,55,0
1675813582096,new.astrology.com/daily.html-0,301,Moved Permanently,new.astrology.com 1-8,true,295,25,25,http://new.astrology.com/daily.html,55,0
1675813582151,new.astrology.com/daily.html-1,301,Moved Permanently,new.astrology.com 1-8,true,598,25,25,https://new.astrology.com/daily.html,169,0
1675813582320,new.astrology.com/daily.html-2,200,OK,new.astrology.com 1-8,true,75065,25,25,https://new.astrology.com/horoscope/daily.html,256,0
1675813582147,new.astrology.com/daily.html,200,OK,new.astrology.com 1-20,true,75960,25,25,https://new.astrology.com/horoscope/daily.html,54,0
1675813582147,new.astrology.com/daily.html-0,301,Moved Permanently,new.astrology.com 1-20,true,295,25,25,http://new.astrology.com/daily.html,54,0
1675813582202,new.astrology.com/daily.html-1,301,Moved Permanently,new.astrology.com 1-20,true,598,25,25,https://new.astrology.com/daily.html,170,0
1675813582372,new.astrology.com/daily.html-2,200,OK,new.astrology.com 1-20,true,75067,25,25,https://new.astrology.com/horoscope/daily.html,262,0
1675813582186,new.astrology.com/daily.html,200,OK,new.astrology.com 1-7,true,75958,25,25,https://new.astrology.com/horoscope/daily.html,55,0
1675813582186,new.astrology.com/daily.html-0,301,Moved Permanently,new.astrology.com 1-7,true,295,25,25,http://new.astrology.com/daily.html,55,0
1675813582241,new.astrology.com/daily.html-1,301,Moved Permanently,new.astrology.com 1-7,true,598,25,25,https://new.astrology.com/daily.html,186,0
1675813582427,new.astrology.com/daily.html-2,200,OK,new.astrology.com 1-7,true,75065,25,25,https://new.astrology.com/horoscope/daily.html,230,0
1675813582256,new.astrology.com/daily.html,200,OK,new.astrology.com 1-1,true,75958,25,25,https://new.astrology.com/horoscope/daily.html,64,0
1675813582256,new.astrology.com/daily.html-0,301,Moved Permanently,new.astrology.com 1-1,true,295,25,25,http://new.astrology.com/daily.html,64,0
1675813582320,new.astrology.com/daily.html-1,301,Moved Permanently,new.astrology.com 1-1,true,598,25,25,https://new.astrology.com/daily.html,165,0
1675813582485,new.astrology.com/daily.html-2,200,OK,new.astrology.com 1-1,true,75065,25,25,https://new.astrology.com/horoscope/daily.html,286,0
1675813582004,new.astrology.com/daily.html,200,OK,new.astrology.com 1-19,true,75965,25,25,https://new.astrology.com/horoscope/daily.html,56,0
1675813582004,new.astrology.com/daily.html-0,301,Moved Permanently,new.astrology.com 1-19,true,295,25,25,http://new.astrology.com/daily.html,56,0
1675813582060,new.astrology.com/daily.html-1,301,Moved Permanently,new.astrology.com 1-19,true,598,25,25,https://new.astrology.com/daily.html,161,0
1675813582221,new.astrology.com/daily.html-2,200,OK,new.astrology.com 1-19,true,75072,25,25,https://new.astrology.com/horoscope/daily.html,471,0
1675813582050,new.astrology.com/daily.html,200,OK,new.astrology.com 1-10,true,75959,25,25,https://new.astrology.com/horoscope/daily.html,56,0
1675813582050,new.astrology.com/daily.html-0,301,Moved Permanently,new.astrology.com 1-10,true,295,25,25,http://new.astrology.com/daily.html,56,0
1675813582106,new.astrology.com/daily.html-1,301,Moved Permanently,new.astrology.com 1-10,true,598,25,25,https://new.astrology.com/daily.html,168,0
1675813582274,new.astrology.com/daily.html-2,200,OK,new.astrology.com 1-10,true,75066,25,25,https://new.astrology.com/horoscope/daily.html,436,0
